record_id,country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct,data_source_notes
1,United States,USA,North America,High Income,2020,1,2020-Q1,Technology & Software,0.382,63514,0.83,0.0406,0.0348,-0.0058,32,0.311,0.28,0.275,52,6.4,0.28,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9021,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Technology & Software,0.402,1026,0.605,0.0269,0.004,-0.0229,104,0.409,0.28,0.272,4,3.1,0.201,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9022,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Finance & Banking,0.625,1026,0.598,0.0415,0.0064,-0.0351,133,0.383,0.48,0.542,4,2.8,0.305,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9023,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Healthcare & Life Sciences,0.217,1026,0.617,0.014,0.0027,-0.0113,19,0.344,0.72,0.747,4,3.4,0.132,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9024,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Manufacturing & Industry,0.754,1026,0.61,0.0485,0.01,-0.0385,147,0.38,0.29,0.311,5,2.8,0.42,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9025,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Retail & E-Commerce,0.694,1026,0.617,0.0462,0.0074,-0.0388,94,0.398,0.54,0.583,3,2.9,0.509,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9026,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Education & Research,0.272,1026,0.617,0.016,0.0039,-0.0121,19,0.374,0.58,0.65,5,3.0,0.164,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9027,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Transportation & Logistics,0.679,1026,0.597,0.0392,0.0064,-0.0328,121,0.33,0.22,0.231,5,2.9,0.357,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9028,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Media & Communications,0.54,1026,0.617,0.037,0.0086,-0.0284,83,0.366,0.46,0.495,5,2.5,0.311,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9029,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Administrative & Clerical,0.759,1026,0.601,0.0488,0.0121,-0.0367,320,0.351,0.79,0.95,4,2.5,0.381,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9030,Ethiopia,ETH,Africa,Low Income,2024,3,2024-Q3,Energy & Utilities,0.434,1026,0.603,0.0255,0.0044,-0.0211,28,0.32,0.26,0.259,3,2.4,0.226,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9031,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Technology & Software,0.342,1061,0.64,0.0291,0.007,-0.0221,61,0.373,0.28,0.309,4,2.2,0.258,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9032,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Finance & Banking,0.595,1061,0.614,0.0405,0.008,-0.0325,185,0.406,0.48,0.497,4,2.3,0.3,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9033,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Healthcare & Life Sciences,0.234,1061,0.623,0.0132,0.0032,-0.01,17,0.376,0.72,0.762,3,1.6,0.162,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9034,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Manufacturing & Industry,0.76,1061,0.6,0.0481,0.0086,-0.0395,188,0.353,0.29,0.295,4,2.4,0.48,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9035,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Retail & E-Commerce,0.688,1061,0.606,0.0494,0.0092,-0.0402,78,0.325,0.54,0.585,4,2.4,0.459,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9036,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Education & Research,0.287,1061,0.62,0.0158,0.0027,-0.0131,13,0.392,0.58,0.656,3,3.1,0.163,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9037,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Transportation & Logistics,0.666,1061,0.619,0.042,0.0093,-0.0327,109,0.376,0.22,0.249,4,2.3,0.388,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9038,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Media & Communications,0.564,1061,0.611,0.0296,0.0075,-0.0221,110,0.398,0.46,0.445,4,2.3,0.306,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9039,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Administrative & Clerical,0.753,1061,0.621,0.0512,0.0129,-0.0383,279,0.351,0.79,0.95,4,3.0,0.588,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9040,Ethiopia,ETH,Africa,Low Income,2024,4,2024-Q4,Energy & Utilities,0.486,1061,0.617,0.0271,0.0056,-0.0215,46,0.444,0.26,0.256,3,2.9,0.315,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9041,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Technology & Software,0.365,1061,0.622,0.0332,0.0049,-0.0283,119,0.38,0.28,0.274,4,3.2,0.216,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9042,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Finance & Banking,0.583,1061,0.615,0.0349,0.0065,-0.0284,198,0.414,0.48,0.527,4,2.6,0.324,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9043,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Healthcare & Life Sciences,0.236,1061,0.653,0.0157,0.0037,-0.012,25,0.4,0.72,0.807,4,2.8,0.144,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9044,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Manufacturing & Industry,0.754,1061,0.613,0.0468,0.0073,-0.0395,158,0.435,0.29,0.313,4,2.8,0.509,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9045,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Retail & E-Commerce,0.685,1061,0.629,0.0445,0.0093,-0.0352,153,0.417,0.54,0.549,4,2.7,0.41,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9046,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Education & Research,0.282,1061,0.629,0.0205,0.0046,-0.0159,10,0.391,0.58,0.59,4,2.8,0.163,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9047,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Transportation & Logistics,0.699,1061,0.638,0.0392,0.0074,-0.0318,114,0.348,0.22,0.246,5,3.0,0.41,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9048,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Media & Communications,0.551,1061,0.617,0.0318,0.005,-0.0268,57,0.47,0.46,0.475,4,3.1,0.382,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9049,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Administrative & Clerical,0.783,1061,0.63,0.069,0.0113,-0.0577,253,0.45,0.79,0.95,3,2.9,0.573,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9050,Ethiopia,ETH,Africa,Low Income,2025,1,2025-Q1,Energy & Utilities,0.474,1061,0.617,0.0233,0.0058,-0.0175,38,0.431,0.26,0.287,4,2.0,0.328,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9051,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Technology & Software,0.39,1058,0.644,0.0291,0.0051,-0.024,120,0.453,0.28,0.309,5,3.1,0.231,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9052,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Finance & Banking,0.581,1058,0.649,0.0488,0.0106,-0.0382,237,0.405,0.48,0.47,5,3.2,0.334,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9053,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Healthcare & Life Sciences,0.242,1058,0.635,0.015,0.0037,-0.0113,17,0.441,0.72,0.713,4,3.1,0.139,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9054,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Manufacturing & Industry,0.724,1058,0.647,0.0662,0.0157,-0.0505,105,0.386,0.29,0.316,4,2.8,0.436,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9055,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Retail & E-Commerce,0.721,1058,0.632,0.0427,0.0109,-0.0318,142,0.413,0.54,0.611,4,2.7,0.497,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9056,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Education & Research,0.264,1058,0.642,0.0186,0.0039,-0.0147,21,0.467,0.58,0.584,4,3.1,0.164,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9057,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Transportation & Logistics,0.697,1058,0.646,0.0448,0.0087,-0.0361,119,0.416,0.22,0.217,4,3.7,0.507,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9058,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Media & Communications,0.59,1058,0.651,0.0463,0.0086,-0.0377,96,0.429,0.46,0.508,4,3.1,0.293,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9059,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Administrative & Clerical,0.763,1058,0.656,0.0639,0.0122,-0.0517,244,0.445,0.79,0.95,4,2.7,0.578,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9060,Ethiopia,ETH,Africa,Low Income,2025,2,2025-Q2,Energy & Utilities,0.473,1058,0.648,0.0355,0.0059,-0.0296,58,0.43,0.26,0.287,4,2.7,0.234,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9061,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Technology & Software,0.373,1025,0.668,0.0356,0.0065,-0.0291,117,0.502,0.28,0.275,4,2.9,0.258,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9062,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Finance & Banking,0.655,1025,0.668,0.0455,0.0095,-0.036,177,0.375,0.48,0.522,5,2.8,0.462,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9063,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Healthcare & Life Sciences,0.226,1025,0.674,0.0132,0.0028,-0.0104,26,0.475,0.72,0.7,3,3.1,0.162,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9064,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Manufacturing & Industry,0.742,1025,0.668,0.0602,0.0108,-0.0494,156,0.486,0.29,0.295,4,3.1,0.526,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9065,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Retail & E-Commerce,0.677,1025,0.658,0.0607,0.0149,-0.0458,109,0.378,0.54,0.566,5,3.4,0.51,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9066,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Education & Research,0.239,1025,0.666,0.0222,0.0055,-0.0167,12,0.464,0.58,0.589,5,2.7,0.184,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9067,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Transportation & Logistics,0.708,1025,0.654,0.043,0.0107,-0.0323,174,0.395,0.22,0.232,5,3.3,0.475,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9068,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Media & Communications,0.562,1025,0.665,0.0486,0.0111,-0.0375,59,0.424,0.46,0.486,5,3.2,0.43,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9069,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Administrative & Clerical,0.804,1025,0.666,0.0804,0.0154,-0.065,349,0.437,0.79,0.95,4,2.6,0.492,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9070,Ethiopia,ETH,Africa,Low Income,2025,3,2025-Q3,Energy & Utilities,0.46,1025,0.659,0.03,0.0056,-0.0244,67,0.469,0.26,0.288,3,3.5,0.253,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9071,Ethiopia,ETH,Africa,Low Income,2025,4,2025-Q4,Technology & Software,0.384,1049,0.67,0.037,0.0052,-0.0318,75,0.461,0.28,0.309,3,2.3,0.275,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9072,Ethiopia,ETH,Africa,Low Income,2025,4,2025-Q4,Finance & Banking,0.6,1049,0.672,0.0442,0.0068,-0.0374,254,0.411,0.48,0.505,5,2.8,0.372,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9073,Ethiopia,ETH,Africa,Low Income,2025,4,2025-Q4,Healthcare & Life Sciences,0.24,1049,0.663,0.0152,0.0023,-0.0129,24,0.418,0.72,0.8,4,3.1,0.123,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9074,Ethiopia,ETH,Africa,Low Income,2025,4,2025-Q4,Manufacturing & Industry,0.759,1049,0.681,0.0596,0.0135,-0.0461,167,0.44,0.29,0.307,4,2.9,0.419,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
